iter	Logloss
305	0.06741734944
306	0.06718300857
307	0.06698296678
308	0.0666791112
309	0.06647893771
310	0.06622364179
311	0.06595129702
312	0.06570323849
313	0.06541605552
314	0.06520515624
315	0.06495026333
316	0.06473382385
317	0.06442442205
318	0.06410702199
319	0.06388232326
320	0.06372238364
321	0.06341124916
322	0.06318102838
323	0.06290631326
324	0.06268098758
325	0.06246920369
326	0.06225977878
327	0.06202479285
328	0.06176991653
329	0.06155195494
330	0.06136146201
331	0.06122961412
332	0.0610100612
333	0.06073584625
334	0.06057837263
335	0.0603251584
336	0.06004306721
337	0.05981832268
338	0.05962363413
339	0.0593801381
340	0.05920823547
341	0.0590326158
342	0.05881674736
343	0.05865573119
344	0.05851630717
345	0.058223155
346	0.05802985561
347	0.0578463266
348	0.05776581113
349	0.05757521169
350	0.05734244033
351	0.05701898996
352	0.05681170611
353	0.05656303218
354	0.05641017867
355	0.05624323484
356	0.05594248464
357	0.05572691737
358	0.05550149103
359	0.05531827034
360	0.05502310609
361	0.05481993881
362	0.05463201622
363	0.05447341064
364	0.05429633331
365	0.05412003987
366	0.05388561941
367	0.05365343332
368	0.05340962436
369	0.0532623734
370	0.05302187385
371	0.05280951648
372	0.05263596949
373	0.05246103526
374	0.0522937969
375	0.05210105407
376	0.05193235353
377	0.0517660414
378	0.05157348733
379	0.05141975319
380	0.05119527312
381	0.05100082977
382	0.05087734173
383	0.05067536459
384	0.05050040456
385	0.05032929255
386	0.0501751969
387	0.04997631524
388	0.04977963392
389	0.04962765814
390	0.04945610376
391	0.04932231935
392	0.0491253443
393	0.04896371495
394	0.04882012595
395	0.04869430865
396	0.04860253086
397	0.04840412209
398	0.04824548635
399	0.04807762766
400	0.04799101306
401	0.04785242514
402	0.04773092818
403	0.04759315123
404	0.04741611705
405	0.04727089463
406	0.04714092767
407	0.04696545856
408	0.0468206592
409	0.04669351477
410	0.04660473989
411	0.04653713852
412	0.04634792443
413	0.04626581404
414	0.04611455464
415	0.04604233137
416	0.04586071376
417	0.04572960979
418	0.04556891585
419	0.04542304882
420	0.04523029726
421	0.04508780135
422	0.04490011151
423	0.04474989453
424	0.04465246628
425	0.04454923467
426	0.04445139156
427	0.04435771725
428	0.04422832705
429	0.04407969353
430	0.04392344945
431	0.0438258483
432	0.04372827623
433	0.04361837061
434	0.04346051267
435	0.04333482641
436	0.04321112945
437	0.04310553936
438	0.0430432302
439	0.04285883671
440	0.04281067662
441	0.0426781989
442	0.04257068917
443	0.04244765877
444	0.04230144675
445	0.04222145741
446	0.04208022673
447	0.04196499461
448	0.04184388109
449	0.04175414734
450	0.04156916493
451	0.04145121002
452	0.04131442418
453	0.04119271969
454	0.04113616966
455	0.04105004028
456	0.04093859716
457	0.04082458704
458	0.04071279229
459	0.04057821027
460	0.04041292497
461	0.0403119862
462	0.04021214798
463	0.0400916316
464	0.03994855341
465	0.03985990965
466	0.03977276962
467	0.03966788117
468	0.03957464761
469	0.0394379982
470	0.03933715654
471	0.03921411175
472	0.03913068757
473	0.039046587
474	0.03893376816
475	0.03882170386
476	0.03869388828
477	0.03861420411
478	0.03849474923
479	0.03837596158
480	0.03825080944
481	0.03819552352
482	0.0381003242
483	0.03799663871
484	0.03788045349
485	0.03780828228
486	0.03768993835
487	0.03754609793
488	0.03740840406
489	0.03728281622
490	0.03716577159
491	0.0370277551
492	0.03691325621
493	0.03686706139
494	0.03675368458
495	0.03670296929
496	0.0365884601
497	0.03647242638
498	0.03635809499
499	0.03625736632
500	0.03615852299
501	0.03608797181
502	0.03601145501
503	0.03589999141
504	0.03579875108
505	0.0357200534
506	0.03560041075
507	0.03548013348
508	0.03538035567
509	0.03526053448
510	0.03517198495
511	0.03505809966
512	0.03496073003
513	0.03486155414
514	0.03476202823
515	0.03469852237
516	0.03457179077
517	0.03448984798
518	0.03439620477
519	0.03436560643
520	0.03425158601
521	0.03415257398
522	0.03407416289
523	0.03400685536
524	0.03389609731
525	0.03382947955
526	0.0337522971
527	0.03364917227
528	0.03354359742
529	0.03344809308
530	0.03335835597
531	0.0332602959
532	0.03319774298
533	0.03308812436
534	0.03301006595
535	0.03295900751
536	0.03285052537
537	0.03281865101
538	0.03276659314
539	0.03270492825
540	0.03263036938
541	0.0325581316
542	0.03247666032
543	0.03242009536
544	0.03235907287
545	0.03227312257
546	0.03219696646
547	0.03215010317
548	0.03206274443
549	0.03200765057
550	0.03189728702
551	0.03180995964
552	0.03173380737
553	0.03165548495
554	0.03155839916
555	0.03147752504
556	0.03138008412
557	0.03129912618
558	0.03123643786
559	0.03116142391
560	0.03108317897
561	0.03099215187
562	0.0309433761
563	0.03086111407
564	0.0307761771
565	0.03073805032
566	0.03064189058
567	0.03055741159
568	0.03045650397
569	0.03037028966
570	0.0302887253
571	0.03025220943
572	0.03017579913
573	0.03011101964
574	0.03001830316
575	0.02993511023
576	0.02987209077
577	0.02979120802
578	0.02972001609
579	0.02965853086
580	0.0295835131
581	0.02949990991
582	0.02945359214
583	0.02935873644
584	0.0292552166
585	0.02919250324
586	0.02914022849
587	0.02907925651
588	0.02898708401
589	0.02890307992
590	0.02880947113
591	0.02874140092
592	0.02864025029
593	0.0285855232
594	0.02852393618
595	0.02844511229
596	0.02841324841
597	0.02835382897
598	0.02830043639
599	0.02822117278
600	0.02815718481
601	0.02810676595
602	0.02803193055
603	0.02795097994
604	0.02789633136
605	0.02781260242
606	0.02773328204
607	0.02768177511
608	0.02762070618
609	0.02753279931
610	0.02746967473
611	0.027396431
612	0.02733650246
613	0.02725524974
614	0.02718941122
615	0.02713455994
616	0.0270742746
617	0.02700333823
618	0.0269515693
619	0.0269048131
620	0.02686870581
621	0.02680312372
622	0.02673013648
623	0.02667342118
624	0.02661126778
625	0.02656171789
626	0.02647920432
627	0.02641982723
628	0.02639033235
629	0.02634410448
630	0.02630792814
631	0.02626392007
632	0.02620792066
633	0.02614088
634	0.02607830894
635	0.02601773473
636	0.0259753571
637	0.02589324625
638	0.02585686776
639	0.02580226603
640	0.02574317659
641	0.02569106077
642	0.02562884714
643	0.02556553777
644	0.02550174079
645	0.02545877826
646	0.02540232386
647	0.02536575518
648	0.02531014339
649	0.02526891756
650	0.02519327276
651	0.02514012151
652	0.02508928319
653	0.02503460936
654	0.02497960281
655	0.02495367457
656	0.02488493651
657	0.02485320866
658	0.02481016346
659	0.02476931409
660	0.02472507291
661	0.02467340383
662	0.02463311205
663	0.02458771522
664	0.02452862631
665	0.02450356819
666	0.02445865788
667	0.02443540736
668	0.0244038913
669	0.02435977729
670	0.02430831796
671	0.024267892
672	0.0242066562
673	0.02415771979
674	0.02409440024
675	0.02404324305
676	0.02397516627
677	0.02391415144
678	0.02386270387
679	0.02382277276
680	0.02375756351
681	0.02373797955
682	0.02368739924
683	0.02363625884
684	0.0235814235
685	0.02352807091
686	0.02348351191
687	0.02343180648
688	0.02335515471
689	0.02332110196
690	0.02327488062
691	0.0232264794
692	0.023160327
693	0.02311556155
694	0.02306351802
695	0.02300079771
696	0.02294981384
697	0.02289875084
698	0.02285491798
699	0.02279806775
700	0.02275458925
701	0.0227201131
702	0.02267314404
703	0.02262907252
704	0.02259604876
705	0.0225505493
706	0.02250384241
707	0.0224473537
708	0.02239252013
709	0.02235327505
710	0.0223128236
711	0.02226409179
712	0.02223502391
713	0.02218610233
714	0.02213756944
715	0.02209357238
716	0.02204222134
717	0.02198661086
718	0.02193460874
719	0.02189808333
720	0.02184621783
721	0.02179133796
722	0.02176135667
723	0.02173359878
724	0.02168755591
725	0.02163970906
726	0.02161810922
727	0.02156954983
728	0.02154077222
729	0.02150085753
730	0.02146001115
731	0.02142501477
732	0.02138018223
733	0.02133982192
734	0.02130339896
735	0.02127070746
736	0.02123412243
737	0.02119356096
738	0.02114373258
739	0.0211085033
740	0.02105527375
741	0.02102336623
742	0.02098640404
743	0.02093256942
744	0.02087880496
745	0.02083912221
746	0.02080148394
747	0.02076089672
748	0.0207354576
749	0.02070796655
750	0.02067450086
751	0.02063736187
752	0.02059932431
753	0.02056636729
754	0.02053828535
755	0.0204877138
756	0.02045639179
757	0.02041739727
758	0.02037352282
759	0.02034413546
760	0.02029847057
761	0.0202774316
762	0.02024535271
763	0.02019512456
764	0.02015261046
765	0.02011294146
766	0.02006423789
767	0.02003704662
768	0.01997529433
769	0.01991412948
770	0.01987415961
771	0.01983333395
772	0.01980093925
773	0.01974921175
774	0.01973119579
775	0.01969321604
776	0.01965511071
777	0.01961178276
778	0.01958035063
779	0.01953961566
780	0.01948402284
781	0.01945131208
782	0.0194079662
783	0.01936397243
784	0.01933349676
785	0.01929950471
786	0.01925633565
787	0.01922849529
788	0.01919641199
789	0.01915674953
790	0.01913507821
791	0.01909263918
792	0.01905719922
793	0.01900053987
794	0.01896686351
795	0.01892996919
796	0.01890067545
797	0.018881643
798	0.01885669928
799	0.01882245234
800	0.01877224426
801	0.01874623919
802	0.01871268838
803	0.01869269896
804	0.01864497956
805	0.01861291402
806	0.0185926486
807	0.01856527296
808	0.01852892711
809	0.0185004043
810	0.01845258501
811	0.01842213527
812	0.01840098919
813	0.01835790909
814	0.01831544862
815	0.01827661213
816	0.01823715733
817	0.01821027891
818	0.01818871363
819	0.01815684769
820	0.01810939933
821	0.01807232206
822	0.01804012985
823	0.01799851755
824	0.01795920299
825	0.01793195191
826	0.01788386441
827	0.01783862851
828	0.01781102688
829	0.01778617841
830	0.01775872024
831	0.01775110165
832	0.01771016194
833	0.01766192195
834	0.01762505741
835	0.01758077423
836	0.01754145706
837	0.01748667185
838	0.01746327002
839	0.01743021287
840	0.01740455444
841	0.01737453431
842	0.01734762707
843	0.01730902359
844	0.01727292203
845	0.01724664176
846	0.01722296236
847	0.01717684027
848	0.01714400368
849	0.01711091201
850	0.01708107456
851	0.01703950182
852	0.01701387467
853	0.01697756541
854	0.01694619344
855	0.0169076751
856	0.0168853627
857	0.01684274196
858	0.01681286729
859	0.01678335039
860	0.01673750065
861	0.01670453817
862	0.01667759333
863	0.01663437635
864	0.01660420522
865	0.01659921706
866	0.0165800024
867	0.01655037147
868	0.01652523401
869	0.01648078802
870	0.01646016338
871	0.01643577915
872	0.0164051293
873	0.01639022105
874	0.01636468246
875	0.01634170275
876	0.01632313521
877	0.01628943875
878	0.01625042947
879	0.01621757764
880	0.0161850779
881	0.01616162446
882	0.01612289781
883	0.01608736528
884	0.01606007265
885	0.01603518927
886	0.01601257832
887	0.01598618273
888	0.01595473061
889	0.01592220065
890	0.01589254569
891	0.01586676549
892	0.01583814883
893	0.01581081451
894	0.01579823758
895	0.01577260094
896	0.01575598942
897	0.01573115333
898	0.01570427771
899	0.01566912093
900	0.01563266368
901	0.01561208579
902	0.01557664062
903	0.01555584221
904	0.01552339608
905	0.01549650305
906	0.01546013867
907	0.01544011438
908	0.01541688687
909	0.01538364957
910	0.01535541389
911	0.01532343899
912	0.01530518466
913	0.01526930301
914	0.01522500385
915	0.01519701875
916	0.01517303107
917	0.01514291477
918	0.01512525873
919	0.01508912329
920	0.01506306388
921	0.01503894578
922	0.01500221934
923	0.01497835476
924	0.01495014804
925	0.01492018378
926	0.01489220224
927	0.01485843947
928	0.01482787274
929	0.01480524158
930	0.01476917496
931	0.01475078934
932	0.01472545201
933	0.01471339541
934	0.01468430636
935	0.01465181534
936	0.01462556063
937	0.01458554037
938	0.01456474215
939	0.01454647408
940	0.01451405929
941	0.01449560245
942	0.01447945773
943	0.01445485127
944	0.01443044569
945	0.01441862579
946	0.01439485732
947	0.01436929537
948	0.0143430356
949	0.01430725101
950	0.01429420074
951	0.01426134483
952	0.01423466606
953	0.01419214471
954	0.01415233841
955	0.01412912186
956	0.01411027228
957	0.01407604854
958	0.01404276084
959	0.01402575199
960	0.0139920682
961	0.01397830322
962	0.01395610615
963	0.01394591251
964	0.01391901943
965	0.01391058971
966	0.01388585674
967	0.01386422165
968	0.01384518807
969	0.01381740517
970	0.01378808392
971	0.01376700256
972	0.01375219377
973	0.0137339966
974	0.01369814699
975	0.01369132944
976	0.01366607883
977	0.0136340916
978	0.01361672841
979	0.01359229867
980	0.01357698488
981	0.01355890445
982	0.01352990136
983	0.01350196416
984	0.01348265292
985	0.01345965082
986	0.01343635556
987	0.01341786759
988	0.01341151263
989	0.01338767154
990	0.0133722288
991	0.01335483641
992	0.01332198231
993	0.01330292306
994	0.01327505113
995	0.01325027091
996	0.01323038136
997	0.01321027905
998	0.01319523464
999	0.01317575374
101649691
998	0.01014477382
999	0.01012125667
